"agent","task","method","result","metric"
"SSR-BiDAF","SQuAD1.1","SSR-BiDAF","74.541","EM"
"SSR-BiDAF","SQuAD1.1","SSR-BiDAF","82.477","F1"
"SLQA (single model)","SQuAD1.1","SLQA (single model)","74.489","EM"
"SLQA (single model)","SQuAD1.1","SLQA (single model)","82.815","F1"
"Conductor-net (single model)","SQuAD1.1","Conductor-net (single model)","74.405","EM"
"Conductor-net (single model)","SQuAD1.1","Conductor-net (single model)","82.742","F1"
"Jenga (single model)","SQuAD1.1","Jenga (single model)","74.373","EM"
"Jenga (single model)","SQuAD1.1","Jenga (single model)","82.845","F1"
"Mnemonic Reader (ensemble)","SQuAD1.1","Mnemonic Reader (ensemble)","74.268","EM"
"Mnemonic Reader (ensemble)","SQuAD1.1","Mnemonic Reader (ensemble)","82.371","F1"
"S^3-Net (ensemble)","SQuAD1.1","S^3-Net (ensemble)","74.121","EM"
"S^3-Net (ensemble)","SQuAD1.1","S^3-Net (ensemble)","82.342","F1"
"SEDT (ensemble model)","SQuAD1.1","SEDT (ensemble model)","74.090","EM"
"SEDT (ensemble model)","SQuAD1.1","SEDT (ensemble model)","81.761","F1"
"SSAE (ensemble)","SQuAD1.1","SSAE (ensemble)","74.080","EM"
"SSAE (ensemble)","SQuAD1.1","SSAE (ensemble)","81.665","F1"
"Multi-Perspective Matching (ensemble)","SQuAD1.1","Multi-Perspective Matching (ensemble)","73.765","EM"
"Multi-Perspective Matching (ensemble)","SQuAD1.1","Multi-Perspective Matching (ensemble)","81.257","F1"
"BiDAF (ensemble)","SQuAD1.1","BiDAF (ensemble)","73.744","EM"
"BiDAF (ensemble)","SQuAD1.1","BiDAF (ensemble)","81.525","F1"
"SEDT+BiDAF (ensemble)","SQuAD1.1","SEDT+BiDAF (ensemble)","73.723","EM"
"SEDT+BiDAF (ensemble)","SQuAD1.1","SEDT+BiDAF (ensemble)","81.530","F1"
"Interactive AoA Reader (single model)","SQuAD1.1","Interactive AoA Reader (single model)","73.639","EM"
"Interactive AoA Reader (single model)","SQuAD1.1","Interactive AoA Reader (single model)","81.931","F1"
"Jenga (single model)","SQuAD1.1","Jenga (single model)","73.303","EM"
"Jenga (single model)","SQuAD1.1","Jenga (single model)","81.754","F1"
"Conductor-net (single)","SQuAD1.1","Conductor-net (single)","73.240","EM"
"Conductor-net (single)","SQuAD1.1","Conductor-net (single)","81.933","F1"
"jNet (ensemble)","SQuAD1.1","jNet (ensemble)","73.010","EM"
"jNet (ensemble)","SQuAD1.1","jNet (ensemble)","81.517","F1"
"T-gating (ensemble)","SQuAD1.1","T-gating (ensemble)","72.758","EM"
"T-gating (ensemble)","SQuAD1.1","T-gating (ensemble)","81.001","F1"
"two-attention-self-attention (single model)","SQuAD1.1","two-attention-self-attention (single model)","72.600","EM"
"two-attention-self-attention (single model)","SQuAD1.1","two-attention-self-attention (single model)","81.011","F1"
"Conductor-net (single)","SQuAD1.1","Conductor-net (single)","72.590","EM"
"Conductor-net (single)","SQuAD1.1","Conductor-net (single)","81.415","F1"
"AVIQA (single model)","SQuAD1.1","AVIQA (single model)","72.485","EM"
"AVIQA (single model)","SQuAD1.1","AVIQA (single model)","80.550","F1"
"BiDAF + Self Attention (single model)","SQuAD1.1","BiDAF + Self Attention (single model)","72.139","EM"
"BiDAF + Self Attention (single model)","SQuAD1.1","BiDAF + Self Attention (single model)","81.048","F1"
"S^3-Net (single model)","SQuAD1.1","S^3-Net (single model)","71.908","EM"
"S^3-Net (single model)","SQuAD1.1","S^3-Net (single model)","81.023","F1"
"QFASE","SQuAD1.1","QFASE","71.898","EM"
"QFASE","SQuAD1.1","QFASE","79.989","F1"
"attention+self-attention (single model)","SQuAD1.1","attention+self-attention (single model)","71.698","EM"
"attention+self-attention (single model)","SQuAD1.1","attention+self-attention (single model)","80.462","F1"
"Dynamic Coattention Networks (ensemble)","SQuAD1.1","Dynamic Coattention Networks (ensemble)","71.625","EM"
"Dynamic Coattention Networks (ensemble)","SQuAD1.1","Dynamic Coattention Networks (ensemble)","80.383","F1"
"smarnet (single model)","SQuAD1.1","smarnet (single model)","71.415","EM"
"smarnet (single model)","SQuAD1.1","smarnet (single model)","80.160","F1"
"SRU","SQuAD1.1","SRU","71.4","EM"
"SRU","SQuAD1.1","SRU","80.2","F1"
"AttReader (single)","SQuAD1.1","AttReader (single)","71.373","EM"
"AttReader (single)","SQuAD1.1","AttReader (single)","79.725","F1"
"DCN + Char + CoVe","SQuAD1.1","DCN + Char + CoVe","71.3","EM"
"DCN + Char + CoVe","SQuAD1.1","DCN + Char + CoVe","79.9","F1"
"M-NET (single)","SQuAD1.1","M-NET (single)","71.016","EM"
"M-NET (single)","SQuAD1.1","M-NET (single)","79.835","F1"
"Mnemonic Reader (single model)","SQuAD1.1","Mnemonic Reader (single model)","70.995","EM"
"Mnemonic Reader (single model)","SQuAD1.1","Mnemonic Reader (single model)","80.146","F1"
"MAMCN (single model)","SQuAD1.1","MAMCN (single model)","70.985","EM"
"MAMCN (single model)","SQuAD1.1","MAMCN (single model)","79.939","F1"
"FastQAExt","SQuAD1.1","FastQAExt","70.849","EM"
"FastQAExt","SQuAD1.1","FastQAExt","78.857","F1"
"RaSoR (single model)","SQuAD1.1","RaSoR (single model)","70.849","EM"
"RaSoR (single model)","SQuAD1.1","RaSoR (single model)","78.741","F1"
"Document Reader (single model)","SQuAD1.1","Document Reader (single model)","70.733","EM"
"Document Reader (single model)","SQuAD1.1","Document Reader (single model)","79.353","F1"
"Ruminating Reader (single model)","SQuAD1.1","Ruminating Reader (single model)","70.639","EM"
"Ruminating Reader (single model)","SQuAD1.1","Ruminating Reader (single model)","79.456","F1"
"jNet (single model)","SQuAD1.1","jNet (single model)","70.607","EM"
"jNet (single model)","SQuAD1.1","jNet (single model)","79.821","F1"
"ReasoNet (single model)","SQuAD1.1","ReasoNet (single model)","70.555","EM"
"ReasoNet (single model)","SQuAD1.1","ReasoNet (single model)","79.364","F1"
"Multi-Perspective Matching (single model)","SQuAD1.1","Multi-Perspective Matching (single model)","70.387","EM"
"Multi-Perspective Matching (single model)","SQuAD1.1","Multi-Perspective Matching (single model)","78.784","F1"
"SimpleBaseline (single model)","SQuAD1.1","SimpleBaseline (single model)","69.600","EM"
"SimpleBaseline (single model)","SQuAD1.1","SimpleBaseline (single model)","78.236","F1"
"SSR-BiDAF","SQuAD1.1","SSR-BiDAF","69.443","EM"
"SSR-BiDAF","SQuAD1.1","SSR-BiDAF","78.358","F1"
"SEDT+BiDAF (single model)","SQuAD1.1","SEDT+BiDAF (single model)","68.478","EM"
"SEDT+BiDAF (single model)","SQuAD1.1","SEDT+BiDAF (single model)","77.971","F1"
"FastQA","SQuAD1.1","FastQA","68.436","EM"
"FastQA","SQuAD1.1","FastQA","77.070","F1"
"PQMN (single model)","SQuAD1.1","PQMN (single model)","68.331","EM"
"PQMN (single model)","SQuAD1.1","PQMN (single model)","77.783","F1"
"SEDT (single model)","SQuAD1.1","SEDT (single model)","68.163","EM"
"SEDT (single model)","SQuAD1.1","SEDT (single model)","77.527","F1"
"T-gating (single model)","SQuAD1.1","T-gating (single model)","68.132","EM"
"T-gating (single model)","SQuAD1.1","T-gating (single model)","77.569","F1"
"BiDAF (single model)","SQuAD1.1","BiDAF (single model)","67.974","EM"
"BiDAF (single model)","SQuAD1.1","BiDAF (single model)","77.323","F1"
"Match-LSTM with Ans-Ptr (Boundary) (ensemble)","SQuAD1.1","Match-LSTM with Ans-Ptr (Boundary) (ensemble)","67.901","EM"
"Match-LSTM with Ans-Ptr (Boundary) (ensemble)","SQuAD1.1","Match-LSTM with Ans-Ptr (Boundary) (ensemble)","77.022","F1"
"FABIR","SQuAD1.1","FABIR","67.744","EM"
"FABIR","SQuAD1.1","FABIR","77.605","F1"
"AllenNLP BiDAF (single model)","SQuAD1.1","AllenNLP BiDAF (single model)","67.618","EM"
"AllenNLP BiDAF (single model)","SQuAD1.1","AllenNLP BiDAF (single model)","77.151","F1"
"Iterative Co-attention Network","SQuAD1.1","Iterative Co-attention Network","67.502","EM"
"Iterative Co-attention Network","SQuAD1.1","Iterative Co-attention Network","76.786","F1"
"newtest","SQuAD1.1","newtest","66.527","EM"
"newtest","SQuAD1.1","newtest","75.787","F1"
"Dynamic Coattention Networks (single model)","SQuAD1.1","Dynamic Coattention Networks (single model)","66.233","EM"
"Dynamic Coattention Networks (single model)","SQuAD1.1","Dynamic Coattention Networks (single model)","75.896","F1"
"Match-LSTM with Bi-Ans-Ptr (Boundary)","SQuAD1.1","Match-LSTM with Bi-Ans-Ptr (Boundary)","64.744","EM"
"Match-LSTM with Bi-Ans-Ptr (Boundary)","SQuAD1.1","Match-LSTM with Bi-Ans-Ptr (Boundary)","73.743","F1"
"Unnamed submission by ravioncodalab","SQuAD1.1","Unnamed submission by ravioncodalab","64.439","EM"
"Unnamed submission by ravioncodalab","SQuAD1.1","Unnamed submission by ravioncodalab","73.921","F1"
"OTF dict+spelling (single)","SQuAD1.1","OTF dict+spelling (single)","64.083","EM"
"OTF dict+spelling (single)","SQuAD1.1","OTF dict+spelling (single)","73.056","F1"
"Attentive CNN context with LSTM","SQuAD1.1","Attentive CNN context with LSTM","63.306","EM"
"Attentive CNN context with LSTM","SQuAD1.1","Attentive CNN context with LSTM","73.463","F1"
"OTF spelling (single)","SQuAD1.1","OTF spelling (single)","62.897","EM"
"OTF spelling (single)","SQuAD1.1","OTF spelling (single)","72.016","F1"
"OTF spelling+lemma (single)","SQuAD1.1","OTF spelling+lemma (single)","62.604","EM"
"OTF spelling+lemma (single)","SQuAD1.1","OTF spelling+lemma (single)","71.968","F1"
"Dynamic Chunk Reader","SQuAD1.1","Dynamic Chunk Reader","62.499","EM"
"Dynamic Chunk Reader","SQuAD1.1","Dynamic Chunk Reader","70.956","F1"
"Fine-Grained Gating","SQuAD1.1","Fine-Grained Gating","62.446","EM"
"Fine-Grained Gating","SQuAD1.1","Fine-Grained Gating","73.327","F1"
"Match-LSTM with Ans-Ptr (Boundary)","SQuAD1.1","Match-LSTM with Ans-Ptr (Boundary)","60.474","EM"
"Match-LSTM with Ans-Ptr (Boundary)","SQuAD1.1","Match-LSTM with Ans-Ptr (Boundary)","70.695","F1"
"Match-LSTM with Ans-Ptr (Sentence)","SQuAD1.1","Match-LSTM with Ans-Ptr (Sentence)","54.505","EM"
"Match-LSTM with Ans-Ptr (Sentence)","SQuAD1.1","Match-LSTM with Ans-Ptr (Sentence)","67.748","F1"
"syntax, frame, coreference, and word embedding features","MCTest-160","syntax, frame, coreference, and word embedding features","75.27","Accuracy"
"BERT-joint","Natural Questions","BERT-joint","66.2","F1 (Long)"
"BERT-joint","Natural Questions","BERT-joint","52.1","F1 (Short)"
"CFC","WikiHop","CFC","70.6","Test"
"Coref-GRU","WikiHop","Coref-GRU","59.3","Test"
"MHPGM + NOIC","WikiHop","MHPGM + NOIC","57.9","Test"
"BiDAF","WikiHop","BiDAF","42.9","Test"
"QRN","bAbi","QRN","99.7","Accuracy (trained on 10k)"
"QRN","bAbi","QRN","90.1","Accuracy (trained on 1k)"
"QRN","bAbi","QRN","0.3","Mean Error Rate"
"EntNet","bAbi","EntNet","99.5","Accuracy (trained on 10k)"
"EntNet","bAbi","EntNet","89.1","Accuracy (trained on 1k)"
"EntNet","bAbi","EntNet","9.7","Mean Error Rate"
"DMN+","bAbi","DMN+","97.2","Accuracy (trained on 10k)"
"DMN+","bAbi","DMN+","66.8","Accuracy (trained on 1k)"
"End-To-End Memory Networks","bAbi","End-To-End Memory Networks","93.4","Accuracy (trained on 10k)"
"End-To-End Memory Networks","bAbi","End-To-End Memory Networks","86.1","Accuracy (trained on 1k)"
"End-To-End Memory Networks","bAbi","End-To-End Memory Networks","7.5","Mean Error Rate"
"RUM","bAbi","RUM","73.2","Accuracy (trained on 1k)"
"GORU","bAbi","GORU","60","Accuracy (trained on 1k)"
"LSTM","bAbi","LSTM","49","Accuracy (trained on 1k)"
"LSTM","bAbi","LSTM","28.7","Mean Error Rate"
" RR","bAbi"," RR","0.46","Mean Error Rate"
"ReMO","bAbi","ReMO","1.2","Mean Error Rate"
"SDNC","bAbi","SDNC","6.4","Mean Error Rate"
"HyperQA","SemEvalCQA","HyperQA","0.809","P@1"
"HyperQA","SemEvalCQA","HyperQA","0.795","MAP"
"ConvKN","SemEvalCQA","ConvKN","0.755","P@1"
"ConvKN","SemEvalCQA","ConvKN","0.777","MAP"
"AP-CNN","SemEvalCQA","AP-CNN","0.755","P@1"
"AP-CNN","SemEvalCQA","AP-CNN","0.771","MAP"
"ARC-II","SemEvalCQA","ARC-II","0.753","P@1"
"ARC-II","SemEvalCQA","ARC-II","0.780","MAP"
"Kelp","SemEvalCQA","Kelp","0.751","P@1"
"Kelp","SemEvalCQA","Kelp","0.792","MAP"
"Attentive LSTM","QASent","Attentive LSTM","0.7339","MAP"
"Attentive LSTM","QASent","Attentive LSTM","0.8117","MRR"
"LSTM (lexical overlap + dist output)","QASent","LSTM (lexical overlap + dist output)","0.7228","MAP"
"LSTM (lexical overlap + dist output)","QASent","LSTM (lexical overlap + dist output)","0.7986","MRR"
"Bigram-CNN (lexical overlap + dist output)","QASent","Bigram-CNN (lexical overlap + dist output)","0.7113","MAP"
"Bigram-CNN (lexical overlap + dist output)","QASent","Bigram-CNN (lexical overlap + dist output)","0.7846","MRR"
"Paragraph vector (lexical overlap + dist output)","QASent","Paragraph vector (lexical overlap + dist output)","0.6762","MAP"
"Paragraph vector (lexical overlap + dist output)","QASent","Paragraph vector (lexical overlap + dist output)","0.7514","MRR"
"LSTM","QASent","LSTM","0.6436","MAP"
"LSTM","QASent","LSTM","0.7235","MRR"
"Bigram-CNN","QASent","Bigram-CNN","0.5693","MAP"
"Bigram-CNN","QASent","Bigram-CNN","0.6613","MRR"
"Paragraph vector","QASent","Paragraph vector","0.5213","MAP"
"Paragraph vector","QASent","Paragraph vector","0.6023","MRR"
"BERT Large Augmented (single model)","CoQA","BERT Large Augmented (single model)","82.5","In-domain"
"BERT Large Augmented (single model)","CoQA","BERT Large Augmented (single model)","77.6","Out-of-domain"
"BERT Large Augmented (single model)","CoQA","BERT Large Augmented (single model)","81.1","Overall"
"SDNet (ensemble)","CoQA","SDNet (ensemble)","80.7","In-domain"
"SDNet (ensemble)","CoQA","SDNet (ensemble)","75.9","Out-of-domain"
"SDNet (ensemble)","CoQA","SDNet (ensemble)","79.3","Overall"
"BERT-base finetune (single model)","CoQA","BERT-base finetune (single model)","79.8","In-domain"
"BERT-base finetune (single model)","CoQA","BERT-base finetune (single model)","74.1","Out-of-domain"
"BERT-base finetune (single model)","CoQA","BERT-base finetune (single model)","78.1","Overall"
"SDNet (single model)","CoQA","SDNet (single model)","78.0","In-domain"
"SDNet (single model)","CoQA","SDNet (single model)","73.1","Out-of-domain"
"SDNet (single model)","CoQA","SDNet (single model)","76.6","Overall"
"FlowQA (single model)","CoQA","FlowQA (single model)","76.3","In-domain"
"FlowQA (single model)","CoQA","FlowQA (single model)","71.8","Out-of-domain"
"FlowQA (single model)","CoQA","FlowQA (single model)","75.0","Overall"
"BiDAF++ (single model)","CoQA","BiDAF++ (single model)","69.4","In-domain"
"BiDAF++ (single model)","CoQA","BiDAF++ (single model)","63.8","Out-of-domain"
"BiDAF++ (single model)","CoQA","BiDAF++ (single model)","67.8","Overall"
"DrQA + seq2seq with copy attention (single model)","CoQA","DrQA + seq2seq with copy attention (single model)","67.0","In-domain"
"DrQA + seq2seq with copy attention (single model)","CoQA","DrQA + seq2seq with copy attention (single model)","60.4","Out-of-domain"
"DrQA + seq2seq with copy attention (single model)","CoQA","DrQA + seq2seq with copy attention (single model)","65.1","Overall"
"Vanilla DrQA (single model)","CoQA","Vanilla DrQA (single model)","54.5","In-domain"
"Vanilla DrQA (single model)","CoQA","Vanilla DrQA (single model)","47.9","Out-of-domain"
"Vanilla DrQA (single model)","CoQA","Vanilla DrQA (single model)","52.6","Overall"
"HyperQA","YahooCQA","HyperQA","0.683","P@1"
"HyperQA","YahooCQA","HyperQA","0.801","MRR"
"AP-BiLSTM","YahooCQA","AP-BiLSTM","0.568","P@1"
"AP-BiLSTM","YahooCQA","AP-BiLSTM","0.731","MRR"
"AP-CNN","YahooCQA","AP-CNN","0.560","P@1"
"AP-CNN","YahooCQA","AP-CNN","0.726","MRR"
"LSTM","YahooCQA","LSTM","0.465","P@1"
"LSTM","YahooCQA","LSTM","0.669","MRR"
"CNN","YahooCQA","CNN","0.413","P@1"
"CNN","YahooCQA","CNN","0.632","MRR"
"Masque Q&A Style","MS MARCO","Masque Q&A Style","52.20","Rouge-L"
"Masque Q&A Style","MS MARCO","Masque Q&A Style","43.77","BLEU-1"
"Deep Cascade QA","MS MARCO","Deep Cascade QA","52.01","Rouge-L"
"Deep Cascade QA","MS MARCO","Deep Cascade QA","54.64","BLEU-1"
"VNET","MS MARCO","VNET","51.63","Rouge-L"
"VNET","MS MARCO","VNET","54.37","BLEU-1"
"BiDaF Baseline","MS MARCO","BiDaF Baseline","23.96","Rouge-L"
"BiDaF Baseline","MS MARCO","BiDaF Baseline","10.64","BLEU-1"
"Parallel-Hierarchical","MCTest-500","Parallel-Hierarchical","71","Accuracy"
"syntax, frame, coreference, and word embedding features","MCTest-500","syntax, frame, coreference, and word embedding features","69.94","Accuracy"
"Finetuned Transformer LM","Story Cloze Test","Finetuned Transformer LM","86.5","Accuracy"
"Memory chains and semantic supervision","Story Cloze Test","Memory chains and semantic supervision","78.7","Accuracy"
"Hidden Coherence Model","Story Cloze Test","Hidden Coherence Model","77.6","Accuracy"
"val-LS-skip","Story Cloze Test","val-LS-skip","76.5","Accuracy"
"Memory Networks (ensemble)","WebQuestions","Memory Networks (ensemble)","42.2","F1"
"Subgraph embeddings","WebQuestions","Subgraph embeddings","39.2","F1"
"Weakly Supervised Embeddings","WebQuestions","Weakly Supervised Embeddings","29.7","F1"
"BERT + Synthetic Self-Training (ensemble)","SQuAD2.0","BERT + Synthetic Self-Training (ensemble)","84.292","EM"
"BERT + Synthetic Self-Training (ensemble)","SQuAD2.0","BERT + Synthetic Self-Training (ensemble)","86.967","F1"
"BERT finetune baseline (ensemble)","SQuAD2.0","BERT finetune baseline (ensemble)","83.536","EM"
"BERT finetune baseline (ensemble)","SQuAD2.0","BERT finetune baseline (ensemble)","86.096","F1"
"Lunet + Verifier + BERT (ensemble)","SQuAD2.0","Lunet + Verifier + BERT (ensemble)","83.469","EM"
"Lunet + Verifier + BERT (ensemble)","SQuAD2.0","Lunet + Verifier + BERT (ensemble)","86.043","F1"
"PAML+BERT (ensemble model)","SQuAD2.0","PAML+BERT (ensemble model)","83.457","EM"
"PAML+BERT (ensemble model)","SQuAD2.0","PAML+BERT (ensemble model)","86.122","F1"
"Lunet + Verifier + BERT (single model)","SQuAD2.0","Lunet + Verifier + BERT (single model)","82.995","EM"
"Lunet + Verifier + BERT (single model)","SQuAD2.0","Lunet + Verifier + BERT (single model)","86.035","F1"
"BERT + Synthetic Self-Training (single model)","SQuAD2.0","BERT + Synthetic Self-Training (single model)","82.972","EM"
"BERT + Synthetic Self-Training (single model)","SQuAD2.0","BERT + Synthetic Self-Training (single model)","85.810","F1"
"PAML+BERT (single model)","SQuAD2.0","PAML+BERT (single model)","82.577","EM"
"PAML+BERT (single model)","SQuAD2.0","PAML+BERT (single model)","85.603","F1"
"AoA + DA + BERT (ensemble)","SQuAD2.0","AoA + DA + BERT (ensemble)","82.374","EM"
"AoA + DA + BERT (ensemble)","SQuAD2.0","AoA + DA + BERT (ensemble)","85.310","F1"
"BERT finetune baseline (single model)","SQuAD2.0","BERT finetune baseline (single model)","82.126","EM"
"BERT finetune baseline (single model)","SQuAD2.0","BERT finetune baseline (single model)","84.820","F1"
"Candi-Net+BERT (ensemble)","SQuAD2.0","Candi-Net+BERT (ensemble)","82.126","EM"
"Candi-Net+BERT (ensemble)","SQuAD2.0","Candi-Net+BERT (ensemble)","84.624","F1"
"AoA + DA + BERT (single model)","SQuAD2.0","AoA + DA + BERT (single model)","81.178","EM"
"AoA + DA + BERT (single model)","SQuAD2.0","AoA + DA + BERT (single model)","84.251","F1"
"Candi-Net+BERT (single model)","SQuAD2.0","Candi-Net+BERT (single model)","80.659","EM"
"Candi-Net+BERT (single model)","SQuAD2.0","Candi-Net+BERT (single model)","83.562","F1"
"Bert-raw (single model)","SQuAD2.0","Bert-raw (single model)","80.512","EM"
