"name","link","description","date"
"Face R-FCN","http://arxiv.org/abs/1709.05256v2","Detecting Faces Using Region-based Fully Convolutional Networks","2017-09-14"
"Massively-large receptive fields","http://arxiv.org/abs/1612.04402v2","Finding Tiny Faces","2016-12-13"
"CMS-RCNN","http://arxiv.org/abs/1606.05413v1","CMS-RCNN: Contextual Multi-Scale Region-based CNN for Unconstrained Face Detection","2016-06-17"
"Multitask Cascade CNN","http://arxiv.org/abs/1604.02878v1","Joint Face Detection and Alignment using Multi-task Cascaded Convolutional Networks","2016-04-11"
"LDCF+","http://arxiv.org/abs/1701.01692v1","To Boost or Not to Boost? On the Limits of Boosted Trees for Object Detection","2017-01-06"
"Faceness-WIDER","http://arxiv.org/abs/1511.06523v1","WIDER FACE: A Face Detection Benchmark","2015-11-20"
"Multiscale Cascade CNN","http://arxiv.org/abs/1511.06523v1","WIDER FACE: A Face Detection Benchmark","2015-11-20"
"ACF-WIDER","http://arxiv.org/abs/1407.4023v2","Aggregate channel features for multi-view face detection","2014-07-15"
"Two-stage CNN","http://arxiv.org/abs/1511.06523v1","WIDER FACE: A Face Detection Benchmark","2015-11-20"
"MSCNN","http://arxiv.org/abs/1607.07155v1","A Unified Multi-scale Deep Convolutional Neural Network for Fast Object Detection","2016-07-25"
"HyperFace","http://arxiv.org/abs/1603.01249v3","HyperFace: A Deep Multi-task Learning Framework for Face Detection, Landmark Localization, Pose Estimation, and Gender Recognition","2016-03-03"
"AIM + CAFR","http://arxiv.org/abs/1809.00338v2","Look Across Elapse: Disentangled Representation Learning and Photorealistic Cross-Age Face Synthesis for Age-Invariant Face Recognition","2018-09-02"
"OE-CNN","http://arxiv.org/abs/1810.07599v1","Orthogonal Deep Features Decomposition for Age-Invariant Face Recognition","2018-10-17"
"Light CNN","http://arxiv.org/abs/1511.02683v4","A Light CNN for Deep Face Representation with Noisy Labels","2015-11-09"
"DeepVisage","http://arxiv.org/abs/1703.08388v2","DeepVisage: Making face recognition simple yet with powerful generalization skills","2017-03-24"
"MFM-CNN","http://arxiv.org/abs/1511.02683v4","A Light CNN for Deep Face Representation with Noisy Labels","2015-11-09"
"SE-GV-3","http://arxiv.org/abs/1810.09951v1","GhostVLAD for set-based face recognition","2018-10-23"
"GhostVLAD, SE-GV-3","http://arxiv.org/abs/1810.09951v1","GhostVLAD for set-based face recognition","2018-10-23"
"SRGAN + Residual-in-Residual Dense Block","http://arxiv.org/abs/1809.00219v2","ESRGAN: Enhanced Super-Resolution Generative Adversarial Networks","2018-09-01"
"ProSR","http://arxiv.org/abs/1804.02900v2","A Fully Progressive Approach to Single-Image Super-Resolution","2018-04-09"
"RCAN","http://arxiv.org/abs/1807.02758v2","Image Super-Resolution Using Very Deep Residual Channel Attention Networks","2018-07-08"
"EDSR","http://arxiv.org/abs/1707.02921v1","Enhanced Deep Residual Networks for Single Image Super-Resolution","2017-07-10"
"RDN","http://arxiv.org/abs/1802.08797v2","Residual Dense Network for Image Super-Resolution","2018-02-24"
"SRFBN","http://arxiv.org/abs/1903.09814v1","Feedback Network for Image Super-Resolution","2019-03-23"
"Manifold Simplification","http://arxiv.org/abs/1611.06345v4","Beyond Deep Residual Learning for Image Restoration: Persistent Homology-Guided Manifold Simplification","2016-11-19"
"CARN","http://arxiv.org/abs/1803.08664v5","Fast, Accurate, and Lightweight Super-Resolution with Cascading Residual Network","2018-03-23"
"SRRAM","http://arxiv.org/abs/1811.12043v1","RAM: Residual Attention Module for Single Image Super-Resolution","2018-11-29"
"BSRN","http://arxiv.org/abs/1811.12546v1","Lightweight and Efficient Image Super-Resolution with Block State-based Recursive Network","2018-11-30"
"SRMDNF","http://arxiv.org/abs/1712.06116v2","Learning a Single Convolutional Super-Resolution Network for Multiple Degradations","2017-12-17"
"ENet-E","http://arxiv.org/abs/1612.07919v2","EnhanceNet: Single Image Super-Resolution Through Automated Texture Synthesis","2016-12-23"
"RL-CSC","http://arxiv.org/abs/1812.11950v1","Image Super-Resolution via RL-CSC: When Residual Learning Meets Convolutional Sparse Coding","2018-12-31"
"MemNet","http://arxiv.org/abs/1708.02209v1","MemNet: A Persistent Memory Network for Image Restoration","2017-08-07"
"SESR","http://arxiv.org/abs/1801.10319v1","SESR: Single Image Super Resolution with Recursive Squeeze and Excitation Networks","2018-01-31"
"IDN","http://arxiv.org/abs/1803.09454v1","Fast and Accurate Single Image Super-Resolution via Information Distillation Network","2018-03-26"
"LapSRN","http://arxiv.org/abs/1704.03915v2","Deep Laplacian Pyramid Networks for Fast and Accurate Super-Resolution","2017-04-12"
"DnCNN-3","http://arxiv.org/abs/1608.03981v1","Beyond a Gaussian Denoiser: Residual Learning of Deep CNN for Image Denoising","2016-08-13"
"DSRN","http://arxiv.org/abs/1805.02704v1","Image Super-Resolution via Dual-State Recurrent Networks","2018-05-07"
"bicubic","http://arxiv.org/abs/1809.00219v2","ESRGAN: Enhanced Super-Resolution Generative Adversarial Networks","2018-09-01"
"D-DBPN","http://arxiv.org/abs/1803.02735v1","Deep Back-Projection Networks For Super-Resolution","2018-03-07"
"PFF","http://arxiv.org/abs/1811.11482v1","Image Reconstruction with Predictive Filter Flow","2018-11-28"
"SRResNet","http://arxiv.org/abs/1609.04802v5","Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network","2016-09-15"
" LapSR","http://arxiv.org/abs/1704.03915v2","Deep Laplacian Pyramid Networks for Fast and Accurate Super-Resolution","2017-04-12"
"DRCN","http://arxiv.org/abs/1511.04491v2","Deeply-Recursive Convolutional Network for Image Super-Resolution","2015-11-14"
"ZSSR","http://arxiv.org/abs/1712.06087v1","Zero-Shot Super-Resolution using Deep Internal Learning","2017-12-17"
"IA","http://arxiv.org/abs/1511.02228v1","Seven ways to improve example-based single image super resolution","2015-11-06"
"MSSRNet","http://arxiv.org/abs/1707.07128v1","Single Image Super-Resolution with Dilated Convolution based Multi-Scale Information Learning Inception Module","2017-07-22"
"TNRD","http://arxiv.org/abs/1508.02848v2","Trainable Nonlinear Reaction Diffusion: A Flexible Framework for Fast and Effective Image Restoration","2015-08-12"
"4PP-EUSR","http://arxiv.org/abs/1809.04789v1","Deep Learning-based Image Super-Resolution Considering Quantitative and Perceptual Quality","2018-09-13"
"SPMC","http://arxiv.org/abs/1704.02738v1","Detail-revealing Deep Video Super-resolution","2017-04-10"
"FAFR*","http://arxiv.org/abs/1712.05248v1","Image Super-resolution via Feature-augmented Random Forest","2017-12-14"
"JMPF+","http://arxiv.org/abs/1708.09200v1","Joint Maximum Purity Forest with Application to Image Super-Resolution","2017-08-30"
"Deep Mean-Shift Priors","http://arxiv.org/abs/1709.03749v2","Deep Mean-Shift Priors for Image Restoration","2017-09-12"
"SFT-GAN","http://arxiv.org/abs/1804.02815v1","Recovering Realistic Texture in Image Super-resolution by Deep Spatial Feature Transform","2018-04-09"
"SRGAN","http://arxiv.org/abs/1609.04802v5","Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network","2016-09-15"
"bicubic","http://arxiv.org/abs/1609.04802v5","Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network","2016-09-15"
"nearest neighbors","http://arxiv.org/abs/1609.04802v5","Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network","2016-09-15"
"RED30","http://arxiv.org/abs/1603.09056v2","Image Restoration Using Very Deep Convolutional Encoder-Decoder Networks with Symmetric Skip Connections","2016-03-30"
"Perceptual Loss","http://arxiv.org/abs/1603.08155v1","Perceptual Losses for Real-Time Style Transfer and Super-Resolution","2016-03-27"
"FARF*","http://arxiv.org/abs/1712.05248v1","Image Super-resolution via Feature-augmented Random Forest","2017-12-14"
"FALSR-A ","https://arxiv.org/abs/1901.07261","Fast, Accurate and Lightweight Super-Resolution with Neural Architecture Search","2019-01-28"
"Variational graph auto-encoders","http://arxiv.org/abs/1611.07308v1","Variational Graph Auto-Encoders","2016-11-21"
"ComplEx-N3 (reciprocal)","http://arxiv.org/abs/1806.07297v1","Canonical Tensor Decomposition for Knowledge Base Completion","2018-06-19"
"ConvE","http://arxiv.org/abs/1707.01476v6","Convolutional 2D Knowledge Graph Embeddings","2017-07-05"
"M3GM","http://arxiv.org/abs/1808.08644v1","Predicting Semantic Relations using Global Graph Properties","2018-08-27"
"TuckER","http://arxiv.org/abs/1901.09590v1","TuckER: Tensor Factorization for Knowledge Graph Completion","2019-01-28"
"HypER","http://arxiv.org/abs/1808.07018v3","Hypernetwork Knowledge Graph Embeddings","2018-08-21"
"M-Walk","http://arxiv.org/abs/1802.04394v5","M-Walk: Learning to Walk over Graphs using Monte Carlo Tree Search","2018-02-12"
"SimplE","http://arxiv.org/abs/1802.04868v2","SimplE Embedding for Link Prediction in Knowledge Graphs","2018-02-13"
"Inverse Model","http://arxiv.org/abs/1707.01476v6","Convolutional 2D Knowledge Graph Embeddings","2017-07-05"
"ANALOGY","http://arxiv.org/abs/1705.02426v2","Analogical Inference for Multi-Relational Embeddings","2017-05-06"
"ComplEx","http://arxiv.org/abs/1606.06357v1","Complex Embeddings for Simple Link Prediction","2016-06-20"
"DistMult","http://arxiv.org/abs/1412.6575v4","Embedding Entities and Relations for Learning and Inference in Knowledge Bases","2014-12-20"
"Gaifman","http://arxiv.org/abs/1610.09369v1","Discriminative Gaifman Models","2016-10-28"
"SMT + NMT (tuning and joint refinement)","http://arxiv.org/abs/1902.01313v1","An Effective Approach to Unsupervised Machine Translation","2019-02-04"
"MLM pretraining for encoder and decoder","http://arxiv.org/abs/1901.07291v1","Cross-lingual Language Model Pretraining","2019-01-22"
"SMT as posterior regularization","http://arxiv.org/abs/1901.04112v1","Unsupervised Neural Machine Translation with SMT as Posterior Regularization","2019-01-14"
"PBSMT + NMT","http://arxiv.org/abs/1804.07755v2","Phrase-Based & Neural Unsupervised Machine Translation","2018-04-20"
"Synthetic bilingual data init","http://arxiv.org/abs/1810.12703v1","Unsupervised Neural Machine Translation Initialized by Unsupervised Statistical Machine Translation","2018-10-30"
"PBSMT","http://arxiv.org/abs/1804.07755v2","Phrase-Based & Neural Unsupervised Machine Translation","2018-04-20"
"SMT","http://arxiv.org/abs/1809.01272v1","Unsupervised Statistical Machine Translation","2018-09-04"
"universal transformer base","http://arxiv.org/abs/1807.03819v3","Universal Transformers","2018-07-10"
"MLM pretraining","http://arxiv.org/abs/1901.07291v1","Cross-lingual Language Model Pretraining","2019-01-22"
"Attentional encoder-decoder + BPE","http://arxiv.org/abs/1606.02891v2","Edinburgh Neural Machine Translation Systems for WMT 16","2016-06-09"
"NAT +FT + NPD","http://arxiv.org/abs/1711.02281v2","Non-Autoregressive Neural Machine Translation","2017-11-07"
"Denoising autoencoders (non-autoregressive)","http://arxiv.org/abs/1802.06901v3","Deterministic Non-Autoregressive Neural Sequence Modeling by Iterative Refinement","2018-02-19"
"Seq-KD + Seq-Inter + Word-KD","http://arxiv.org/abs/1606.07947v4","Sequence-Level Knowledge Distillation","2016-06-25"
"C2-50k Segmentation","http://arxiv.org/abs/1508.07909v5","Neural Machine Translation of Rare Words with Subword Units","2015-08-31"
"Pervasive Attention","http://arxiv.org/abs/1808.03867v3","Pervasive Attention: 2D Convolutional Neural Networks for Sequence-to-Sequence Prediction","2018-08-11"
"Transformer with FRAGE","http://arxiv.org/abs/1809.06858v1","FRAGE: Frequency-Agnostic Word Representation","2018-09-18"
"Variational Attention","http://arxiv.org/abs/1807.03756v2","Latent Alignment and Variational Attention","2018-07-10"
"ConvS2S+Risk","http://arxiv.org/abs/1711.04956v5","Classical Structured Prediction Losses for Sequence to Sequence Learning","2017-11-14"
"ConvS2S (MLE+SLE)","http://arxiv.org/abs/1711.04956v5","Classical Structured Prediction Losses for Sequence to Sequence Learning","2017-11-14"
"ConvS2S","http://arxiv.org/abs/1705.03122v3","Convolutional Sequence to Sequence Learning","2017-05-08"
"Conv-LSTM (deep+pos)","http://arxiv.org/abs/1611.02344v3","A Convolutional Encoder Model for Neural Machine Translation","2016-11-07"
"NPMT + language model","http://arxiv.org/abs/1706.05565v8","Towards Neural Phrase-based Machine Translation","2017-06-17"
"RNNsearch","http://arxiv.org/abs/1607.07086v3","An Actor-Critic Algorithm for Sequence Prediction","2016-07-24"
"DCCL","http://arxiv.org/abs/1711.01068v2","Compressing Word Embeddings via Deep Compositional Code Learning","2017-11-03"
"Bi-GRU (MLE+SLE)","http://arxiv.org/abs/1409.0473v7","Neural Machine Translation by Jointly Learning to Align and Translate","2014-09-01"
"Word-level CNN wattn, input feeding","http://arxiv.org/abs/1606.02960v2","Sequence-to-Sequence Learning as Beam-Search Optimization","2016-06-09"
"Word-level LSTM wattn","http://arxiv.org/abs/1511.06732v7","Sequence Level Training with Recurrent Neural Networks","2015-11-20"
"QRNN","http://arxiv.org/abs/1611.01576v2","Quasi-Recurrent Neural Networks","2016-11-05"
"SMT + iterative backtranslation (unsupervised)","http://arxiv.org/abs/1809.01272v1","Unsupervised Statistical Machine Translation","2018-09-04"
"Linguistic Input Features","http://arxiv.org/abs/1606.02892v2","Linguistic Input Features Improve Neural Machine Translation","2016-06-09"
"Unsupervised NMT + weight-sharing","http://arxiv.org/abs/1804.09057v1","Unsupervised Neural Machine Translation with Weight Sharing","2018-04-24"
"Unsupervised S2S with attention","http://arxiv.org/abs/1711.00043v2","Unsupervised Machine Translation Using Monolingual Corpora Only","2017-10-31"
"ByteNet","http://arxiv.org/abs/1610.10099v2","Neural Machine Translation in Linear Time","2016-10-31"
"S2Tree+5gram NPLM","","",""
"Enc-Dec Att (char)","http://arxiv.org/abs/1603.06147v4","A Character-Level Decoder without Explicit Segmentation for Neural Machine Translation","2016-03-19"
"BPE word segmentation","http://arxiv.org/abs/1508.07909v5","Neural Machine Translation of Rare Words with Subword Units","2015-08-31"
"Enc-Dec Att (BPE)","http://arxiv.org/abs/1603.06147v4","A Character-Level Decoder without Explicit Segmentation for Neural Machine Translation","2016-03-19"
"Unsupervised attentional encoder-decoder + BPE","http://arxiv.org/abs/1710.11041v2","Unsupervised Neural Machine Translation","2017-10-30"
"DeepL","","",""
"Transformer Big","http://arxiv.org/abs/1806.00187v3","Scaling Neural Machine Translation","2018-06-01"
"Evolved Transformer Big","http://arxiv.org/abs/1901.11117v3","The Evolved Transformer","2019-01-30"
"Transformer (big) + Relative Position Representations","http://arxiv.org/abs/1803.02155v2","Self-Attention with Relative Position Representations","2018-03-06"
"Transformer Big with FRAGE","http://arxiv.org/abs/1809.06858v1","FRAGE: Frequency-Agnostic Word Representation","2018-09-18"
"Weighted Transformer (large)","http://arxiv.org/abs/1711.02132v1","Weighted Transformer Network for Machine Translation","2017-11-06"
"LightConv","http://arxiv.org/abs/1901.10430v2","Pay Less Attention with Lightweight and Dynamic Convolutions","2019-01-29"
"Evolved Transformer Base","http://arxiv.org/abs/1901.11117v3","The Evolved Transformer","2019-01-30"
"Transformer Big","http://arxiv.org/abs/1706.03762v5","Attention Is All You Need","2017-06-12"
"Transformer + SRU","http://arxiv.org/abs/1709.02755v5","Simple Recurrent Units for Highly Parallelizable Recurrence","2017-09-08"
"Transformer Base","http://arxiv.org/abs/1706.03762v5","Attention Is All You Need","2017-06-12"
"ConvS2S (ensemble)","http://arxiv.org/abs/1705.03122v3","Convolutional Sequence to Sequence Learning","2017-05-08"
"GNMT+RL","http://arxiv.org/abs/1609.08144v2","Googles Neural Machine Translation System: Bridging the Gap between Human and Machine Translation","2016-09-26"
"SliceNet","http://arxiv.org/abs/1706.03059v2","Depthwise Separable Convolutions for Neural Machine Translation","2017-06-09"
"MoE","http://arxiv.org/abs/1701.06538v1","Outrageously Large Neural Networks: The Sparsely-Gated Mixture-of-Experts Layer","2017-01-23"
"Deep-Att","http://arxiv.org/abs/1606.04199v3","Deep Recurrent Models with Fast-Forward Connections for Neural Machine Translation","2016-06-14"
"PBMT","","",""
"Unsupervised PBSMT","http://arxiv.org/abs/1804.07755v2","Phrase-Based & Neural Unsupervised Machine Translation","2018-04-20"
"NSE-NSE","http://arxiv.org/abs/1607.04315v3","Neural Semantic Encoders","2016-07-14"
